,cet_cest_timestamp,DE_KN_residential5_dishwasher,DE_KN_residential5_grid_import,DE_KN_residential5_refrigerator,DE_KN_residential5_washing_machine
12781,2016-05-27T08:00:00+0200,146.68,1665.394,189.46599999999998,123.374
12782,2016-05-27T09:00:00+0200,146.68,1665.504,189.51,123.374
12783,2016-05-27T10:00:00+0200,146.68,1665.599,189.545,123.374
12784,2016-05-27T11:00:00+0200,146.68,1665.684,189.56599999999997,123.374
12785,2016-05-27T12:00:00+0200,146.68,1665.809,189.628,123.374
12786,2016-05-27T13:00:00+0200,146.68,1665.874,189.63,123.374
12787,2016-05-27T14:00:00+0200,146.68,1666.019,189.71200000000002,123.374
12788,2016-05-27T15:00:00+0200,146.68,1666.0839999999998,189.71200000000002,123.374
12789,2016-05-27T16:00:00+0200,146.68,1666.234,189.796,123.374
12790,2016-05-27T17:00:00+0200,146.681,1666.299,189.797,123.374
12791,2016-05-27T18:00:00+0200,146.681,1666.4289999999999,189.865,123.374
12792,2016-05-27T19:00:00+0200,146.681,1666.509,189.882,123.374
12793,2016-05-27T20:00:00+0200,146.681,1666.9089999999999,189.933,123.65299999999999
12794,2016-05-27T21:00:00+0200,146.681,1667.399,190.00799999999998,123.82
12795,2016-05-27T22:00:00+0200,146.681,1667.859,190.06900000000002,123.89
12796,2016-05-27T23:00:00+0200,146.681,1668.4289999999999,190.138,123.979
12797,2016-05-28T00:00:00+0200,146.681,1668.644,190.173,123.979
12798,2016-05-28T01:00:00+0200,146.68200000000002,1668.8039999999999,190.232,123.979
